 馬名,Ｃ,性齢,状態,厩舎,着度数,収得賞金,種牡馬,母名,馬主,生産者,生産地,馬記号,生年,誕生日,血統登録番号,取引価格,馬名の意味由来,欧字馬名
ハシッテイイトモ,,牝2,在厩,(美)鈴木伸尋, 0- 0- 0- 0,0,ホワイトマズル,スニーカー,飯田正剛,千代田牧場,新ひだか町,,2012,4月20日,2012103169,,走っていい友,"Hashitte Iitomo"
ノットフォーマル,,牝2,在厩,(美)中野栄治, 0- 0- 0- 0,0,ヴァーミリアン,リミッターブレイク,芳賀克也,千代田牧場,新ひだか町,,2012,3月17日,2012103224,540万円,形に拘らない,"Not Formal"
リードアクトレス,,牝2,不在,(美)松永康利, 0- 0- 0- 0,0,スクリーンヒーロー,アミダラ,ターフ・スポート,出羽牧場,新ひだか町,,2012,4月25日,2012103235,,主演女優。父名より連想,"Lead Actress"
ポンテアンジェロ,,牝2,在厩,(美)伊藤大士, 0- 0- 0- 0,0,サウスヴィグラス,ヒロアンジェロ,冨沢敦子,見上牧場,新ひだか町,,2012,3月23日,2012103574,483万円,天使の橋（伊）。母名より連想,"Ponte Angelo"
リンガスヴィグラス,,牝2,在厩,(美)高橋祥泰, 0- 0- 0- 0,0,サウスヴィグラス,リンガスローレル,伊藤巖,三木田牧場,新ひだか町,,2012,2月15日,2012103592,,冠名＋活気,"Lingus Vigorous"
ツジスーパーサクラ,,牝2,在厩,(栗)田中章博, 0- 0- 0- 0,0,チチカステナンゴ,ヴイプラド,辻俊夫,岡田スタツド,新ひだか町,,2012,4月3日,2012103615,464.4万円,冠名＋最上の＋桜,"Tsuji Super Sakura"
スカイワルツ,,牝2,在厩,(美)和田正道, 0- 0- 0- 0,0,フレンチデピュティ,キョウエイデビュー,岡田壮史,岡田スタツド,新ひだか町,,2012,1月20日,2012103623,,空のように澄みきって、ワルツのように軽快に走る,"Sky Waltz"
イチザラブ,,牝2,在厩,(栗)坪憲章, 0- 0- 0- 0,0,タイムパラドックス,リトルラブソング,奈良崎孝一郎,小野瀬晃司,清水町,,2012,4月19日,2012103752,,冠名＋母名の一部,"Ichi the Love"
ノアズアーク,,牝2,在厩,(栗)松永幹夫, 0- 0- 0- 0,0,ハーツクライ,ピンクプルメリア,早野誠,レイクヴィラファーム,洞爺湖町,,2012,3月28日,2012103934,1365万円,ノアの方舟,"Noah's Ark"
オールオブユー,,牝2,在厩,(栗)浅見秀一, 0- 0- 0- 0,0,ダイワメジャー,エフロレス,三田昌宏,社台コーポレーション白老ファーム,白老町,,2012,2月10日,2012104158,2916万円,あなたのすべて,"All of You"
サトノシャルマン,,牝2,不在,(栗)藤原英昭, 0- 0- 0- 0,0,ディープインパクト,サクラサク2,里見治,社台ファーム,千歳市,,2012,2月7日,2012104222,,冠名＋魅力的（仏）,"Satono Charmant"
コルヌコピア,,牝2,不在,(美)菊沢隆徳, 0- 0- 0- 0,0,ステイゴールド,ジュエルオブジュエルズ,池谷誠一,社台ファーム,千歳市,,2012,5月1日,2012104253,2625万円,ゼウスが与えた豊穣の円錐,"Cornu Copiae"
レッドブラッサム,,牝2,在厩,(美)黒岩陽一, 0- 0- 0- 0,0,チチカステナンゴ,スプリングアマイン,東京ホースレーシング,社台ファーム,千歳市,,2012,1月29日,2012104261,,冠名＋開花。春の大舞台で満開の花が咲き乱れるように,"Red Blossom"
ナリノネーヴェ,,牝2,在厩,(美)斎藤誠, 0- 0- 0- 0,0,スウェプトオーヴァーボード,プリンセストロイ,成塚清志,社台ファーム,千歳市,,2012,5月22日,2012104381,,冠名＋雪（伊）,"Narino Neve"
レッドラミア,,牝2,不在,(栗)藤原英昭, 0- 0- 0- 0,0,ディープインパクト,マウントコブラ,東京ホースレーシング,社台ファーム,千歳市,,2012,3月10日,2012104402,,冠名＋ギリシャ神話に登場する人物名,"Red Lamia"
ブルックデイル,,牝2,不在,(美)尾関知人, 0- 0- 0- 0,0,キングカメハメハ,マンハッタンセレブ,社台レースホース,社台ファーム,千歳市,,2012,2月19日,2012104418,,マンハッタンにある近隣住区名,Brookdale
ジーニアスドール,,牝2,不在,(栗)村山明, 0- 0- 0- 0,0,ゼンノロブロイ,ベネンシアドール,グランプリ,ノーザンファーム,安平町,,2012,3月9日,2012104820,3780万円(他),天才＋母母名の一部,"Genius Doll"
マースクィーン,,牝2,在厩,(美)小西一男, 0- 0- 0- 0,0,ヴリル,タイキエリーゼ,キャピタルクラブ,カナイシスタッド,浦河町,,2012,4月22日,2012105166,,火星＋女王,"Mars Queen"
ブラウンゼファー,,牝2,在厩,(栗)坂口正則, 0- 0- 0- 0,0,ネオユニヴァース,ブラウンシャイン,キャピタルクラブ,金石牧場,浦河町,,2012,5月8日,2012105173,,冠名＋母父名の一部,"Brown Zephyr"
センコウノマイヒメ,,牝2,在厩,(美)杉浦宏昭, 0- 0- 0- 1,0,スタチューオブリバティ,ジャンレーヴ,ホースアディクト,谷口牧場,浦河町,,2012,4月29日,2012105368,,閃光＋舞姫,"Senkono Maihime"
クインズミラーグロ,,牝2,在厩,(美)和田正道, 0- 0- 0- 0,0,マンハッタンカフェ,ジャストトゥートゥー,クイーンズ・ランチ,富田牧場,浦河町,,2012,3月25日,2012105433,,冠名＋奇跡（西）,"Queen's Milagro"
ラマハデスヌーダ,,牝2,在厩,(美)粕谷昌央, 0- 0- 0- 0,0,フォーティナイナーズサン,タマビッグエックス,ミルファーム,ミルファーム,浦河町,,2012,5月30日,2012105634,,裸のマハ。絵画名より,"La Maja Desnuda"
メランコリア,,牝2,在厩,(美)蛯名利弘, 0- 0- 0- 0,0,プリサイスエンド,フレンチポップス,ミルファーム,ミルファーム,浦河町,,2012,4月22日,2012105638,,絵画名より,Melancholia
プラセンタ,,牝2,不在,(美)手塚貴久, 0- 0- 0- 0,0,パイロ,ベルグチケット,ミルファーム,ミルファーム,浦河町,,2012,3月17日,2012105640,,胎盤,Placenta
ニュアージュドール,,牝2,在厩,(栗)浜田多実, 0- 0- 0- 0,0,ディープスカイ,ゴールドレリック,橋元勇氣,笠松牧場,浦河町,,2012,2月20日,2012105791,,黄金の雲（仏）,"Nuages d'Or"
ハートフルモトヒメ,,牝2,在厩,(栗)森秀行, 0- 0- 0- 0,0,フサイチリシャール,ハートフルビコー,黒澤尚,斉藤政志,浦河町,,2012,3月10日,2012105915,,母名の一部＋冠名,"Heartful Motohime"
ローデッド,,牝2,在厩,(栗)荒川義之, 0- 0- 0- 0,0,ディープインパクト,ホッコーオウカ,"Him Rock Racing",鮫川啓一,浦河町,,2012,4月13日,2012105924,,弾丸を装填する,Loaded
エスケイミネルバ,,牝2,在厩,(栗)坪憲章, 0- 0- 0- 0,0,メイショウボーラー,メイショウシスタス,服部新平,鮫川フアーム,浦河町,,2012,3月27日,2012105938,,冠名＋技術・知恵の女神（ローマ神話）,"S K Minerva"
グルブル,,牝2,在厩,(美)根本康広, 0- 0- 0- 0,0,サムライハート,イソノフラワー,ホースアディクト,村下農場,浦河町,,2012,3月25日,2012106109,,父母名より＋母母名より,Guruburu
キンカチャ,,牝2,不在,(美)田島俊明, 0- 0- 0- 0,0,ザール,アースファイヤー,鈴木照雄,グローリーファーム,新ひだか町,,2012,5月21日,2012106305,237.6万円,黄色い椿,Kinkacha
マルトクビクトリー,,牝2,在厩,(栗)吉田直弘, 0- 0- 0- 0,0,フレンチデピュティ,スーパーマルトク,高浦正雄,竹中牧場,新冠町,,2012,4月11日,2012106363,,冠名＋勝利、大勝、戦勝。必ず勝つ馬,"Marutoku Victory"
カキツバタ,,牝2,不在,(美)小桧山悟, 0- 0- 0- 0,0,キャプテンスティーヴ,アオバ,中村勝彦,扶桑牧場,青森県,,2012,5月14日,2012109053,,燕子花,Kakitsubata
フィドゥーシア,,牝2,不在,(栗)松元茂樹, 0- 0- 0- 0,0,"Medaglia d'Oro",Believe,前田幸治,"North Hills Co. LTD.",米,(外),2012,2月17日,2012110038,,信頼（伊）より,Fiducia(USA)
ラブセレナード,,牝2,在厩,(美)蛯名利弘, 0- 0- 0- 0,0,ファルブラヴ,ヒロコファンタジー,増田陽一,大林ファーム,新冠町,,2012,3月29日,2012100102,,冠名＋音楽の一種,"Love Serenade"
エヴリホープ,,牝2,在厩,(美)田村康仁, 0- 0- 0- 0,0,Mineshaft,ステージトリック,Basic,佐藤信広,新冠町,,2012,4月15日,2012100281,,みんなの希望,"Every Hope"
キャンディーハウス,,牝2,在厩,(栗)池江泰寿, 0- 0- 0- 0,0,ゼンノロブロイ,アランセラ,ノースヒルズ,ノースヒルズ,新冠町,,2012,2月10日,2012100578,,キャンディーハウス,"Candy House"
ウェルカミング,,牝2,在厩,(美)武藤善則, 0- 0- 0- 0,0,マンハッタンカフェ,ウィステリアアーチ,下河辺牧場,下河辺牧場,日高町,,2012,2月9日,2012101318,,歓迎。母名ウィステリア（藤）の花言葉からの連想,Welcoming
アローシルバー,,牝2,在厩,(栗)高橋康之, 0- 0- 0- 0,0,スペシャルウィーク,クリアーパス,佐々木孝之,下河辺牧場,日高町,,2012,2月20日,2012101328,525万円,銀の矢,"Arrow Silver"
エターナルスカイ,和,牝2,在厩,(栗)野中賢二, 0- 0- 0- 0,0,ディープスカイ,メイビーフォーエヴァー,H.H.シェイク・モハメド,ダーレー・ジャパン・ファーム,日高町,,2012,1月17日,2012101601,,無限の空,"Eternal Sky"
シェケナベイベー,,牝2,在厩,(美)菊川正達, 0- 0- 0- 0,0,ケイムホーム,クリスティナリッチ,ホースアディクト,千葉飯田牧場,日高町,,2012,3月16日,2012101617,105万円,楽曲の歌詞より,"Shake It Up Baby"
アテイン,,牝2,在厩,(美)高橋義博, 0- 0- 0- 0,0,クロフネ,トキノナイスナイス,紙透一雄,千葉飯田牧場,日高町,,2012,4月12日,2012101623,,成しとげる、手に入れる,Attain
キラメキオトメ,,牝2,在厩,(栗)作田誠二, 0- 0- 0- 0,0,タニノギムレット,セルリアンジャンヌ,イクタ,長谷川一男,日高町,,2012,4月22日,2012101752,,まぶしくみえる乙女,"Kirameki Otome"
テイエムトナカイ,,牝2,在厩,(栗)日吉正和, 0- 0- 0- 0,0,ストーミングホーム,テイエムミゴテカ,竹園正繼,日高テイエム牧場,日高町,,2012,5月12日,2012101825,,,"T M Tonakai"
デルマゴシンゾサン,,牝2,在厩,(美)堀井雅広, 0- 0- 0- 0,0,トワイニング,ローザロッサ,浅沼廣幸,ファニーヒルファーム,日高町,,2012,4月27日,2012101849,,冠名＋御新造さん,"Derma Goshinzosan"
ヒミノナデシコ,,牝2,在厩,(栗)川村禎彦, 0- 0- 0- 0,0,チチカステナンゴ,ヒミノキセキ,佐々木八郎,若林武雄,日高町,,2012,3月8日,2012102044,,冠名＋撫子,"Himino Nadeshiko"
ヨイチナデシコ,,牝2,在厩,(美)菅原泰夫, 0- 0- 0- 0,0,ブラックタイド,カガヤケラビット,加藤興一,船越伸也,平取町,,2012,2月26日,2012102150,,,"Yoichi Nadeshiko"
ジョウショーエガオ,,牝2,在厩,(栗)西橋豊治, 0- 0- 0- 0,0,ケイムホーム,ツインスマイル,熊田義孝,沖田哲夫,新ひだか町,,2012,4月11日,2012102216,,冠名＋笑顔,"Josho Egao"
シェーネフラウ,,牝2,不在,(美)大竹正博, 0- 0- 0- 0,0,ゼンノロブロイ,モンテミウ,ターフ・スポート,タイヘイ牧場,新ひだか町,,2012,2月24日,2012103032,,美女（独）。本馬の容貌より連想,"Schone Frau"
ハッピーノリチャン,,牝2,在厩,(美)黒岩陽一, 0- 0- 0- 0,0,サクラバクシンオー,ラストワルツ,足立範子,タイヘイ牧場,新ひだか町,,2012,2月9日,2012103033,1155万円,幸運＋人名より＋呼称,"Happy Norichan"
ナンゴクミチカ,,牝2,在厩,(栗)高橋康之, 0- 0- 0- 0,0,オンファイア,ナンゴクプラネット,渡義光,武牧場,新ひだか町,,2012,4月11日,2012103063,,冠名＋家族名より,"Nangoku Michika"
ヨザクラマスミ,,牝2,在厩,(美)畠山重則, 0- 0- 0- 0,0,ディープスカイ,シャカラカベイビー,上田忠男,畠山牧場,新ひだか町,,2012,4月8日,2012103373,,夜桜＋人名より,"Yozakura Masumi"
ガルフスター,,牝2,在厩,(美)高木登, 0- 0- 0- 0,0,マツリダゴッホ,ガルフパール,谷掛龍夫,岡田スタツド,新ひだか町,,2012,3月26日,2012103619,,海の星。母名より連想,"Gulf Star"
プレシャスモトヒメ,,牝2,在厩,(美)畠山吉宏, 0- 0- 0- 0,0,チチカステナンゴ,プレシャスドロップ,黒澤尚,岡田スタツド,新ひだか町,,2012,3月26日,2012103668,,母名の一部＋冠名。かわいいモトヒメ,"Precious Motohime"
ヨザクラフブキ,,牝2,在厩,(美)柴田政人, 0- 0- 0- 0,0,カリズマティック,アレグラキセキ,上田忠男,サンライズステイブル,幕別町,,2012,4月26日,2012103754,,夜桜吹雪,"Yozakura Fubuki"
ピュアノアール,,牝2,在厩,(美)武藤善則, 0- 0- 0- 0,0,ブラックタイド,ピュアシンフォニー,高橋一恵,ユートピア牧場,登別市,,2012,4月11日,2012103910,,純粋＋黒（仏）,"Pure Noire"
クリーミーボイス,,牝2,在厩,(美)堀宣行, 0- 0- 0- 0,0,キングカメハメハ,アルーリングボイス,社台レースホース,社台コーポレーション白老ファーム,白老町,,2012,1月14日,2012104059,,柔らかでなめらかな声,"Creamy Voice"
デルマグーリンダイ,,牝2,在厩,(栗)音無秀孝, 0- 0- 0- 0,0,ゴールドアリュール,エレガントトーク,浅沼廣幸,社台ファーム,千歳市,,2012,3月22日,2012104162,1620万円,,"Derma Goolindai"
リベルタンゴ,,牝2,在厩,(栗)池江泰寿, 0- 0- 0- 0,0,"Smart Strike",オジャグワ,社台レースホース,社台ファーム,千歳市,,2012,2月14日,2012104165,,アルゼンチンのアストル・ピアソラ作曲のタンゴの楽曲,Libertango
オレンジブーケ,,牝2,不在,(栗)今野貞一, 0- 0- 0- 0,0,チチカステナンゴ,オレンジブロッサム,グリーンファーム,社台ファーム,千歳市,,2012,2月9日,2012104179,,オレンジの花の花束。母名、姉名より連想,"Orange Bouquet"
サザナミ,,牝2,在厩,(美)堀宣行, 0- 0- 0- 0,0,ディープインパクト,クーデンビーチ,グリーンファーム,社台ファーム,千歳市,,2012,2月20日,2012104208,,漣（細波）。母名より連想,Sazanami
スノーエンジェル,,牝2,在厩,(栗)浅見秀一, 0- 0- 0- 0,0,スウェプトオーヴァーボード,サイレントプレアー,三田昌宏,社台ファーム,千歳市,,2012,4月1日,2012104221,3564万円,雪の天使,"Snow Angel"
ジェルヴェーズ,,牝2,在厩,(栗)高橋義忠, 0- 0- 0- 0,0,メイショウサムソン,ジェルミナル,社台レースホース,社台ファーム,千歳市,,2012,2月24日,2012104251,,母名由来の小説の作者エミール・ゾラの小説「居酒屋」のヒロイン名,Gervaise
レッドラヴァルス,,牝2,在厩,(美)武藤善則, 0- 0- 0- 0,0,ゼンノロブロイ,ダンシングエディ,東京ホースレーシング,社台ファーム,千歳市,,2012,3月9日,2012104285,,冠名＋舞踏詩より。ワルツを踊るような華やかなステップをイメージ,"Red la Valse"
キタサンアカツキ,,牝2,在厩,(美)小笠倫弘, 0- 0- 0- 0,0,メイショウサムソン,ノースサンデー,大野商事,社台ファーム,千歳市,,2012,2月2日,2012104316,1080万円,冠名＋暁,"Kitasan Akatsuki"
ジェンツィアーナ,,牝2,在厩,(美)田中剛, 0- 0- 0- 0,0,シンボリクリスエス,パッションレッド,坂巻勝彦,社台ファーム,千歳市,,2012,3月28日,2012104333,1015.2万円,りんどう（伊）,Genziana
アンジェリー,,牝2,在厩,(美)宗像義忠, 0- 0- 0- 0,0,ゼンノロブロイ,レディトゥプリーズ,佐藤壽男,社台ファーム,千歳市,,2012,3月10日,2012104490,945万円,人名より,Angeli
レッドヴィラーゴ,,牝2,在厩,(栗)石坂正, 0- 0- 0- 0,0,ネオユニヴァース,シーズアン,東京ホースレーシング,ノーザンファーム,安平町,,2012,3月30日,2012104658,,冠名＋女傑、お転婆娘。大活躍する先輩のように男勝りな活躍を期待,"Red Virago"
ルフナ,,牝2,在厩,(栗)庄野靖志, 0- 0- 0- 0,0,チチカステナンゴ,ティフィン,キャロットファーム,ノーザンファーム,安平町,,2012,4月8日,2012104720,,スリランカ産紅茶の品種名。高温乾燥により濃厚な渋味。両親より連想,Ruhuna
ディアエナ,,牝2,在厩,(栗)橋口弘次, 0- 0- 0- 0,0,スニッツェル,ディアボレッサ,桑畑隆信,ノーザンファーム,安平町,,2012,2月7日,2012104724,1155万円,親愛なる＋人名より,"Dear Ena"
エレガントソング,,牝2,在厩,(美)尾形充弘, 0- 0- 0- 0,0,シンボリクリスエス,ラスティングソング,シルク,ノーザンファーム,安平町,,2012,2月15日,2012104892,,優雅な歌。母名より連想,"Elegant Song"
ユキノマイクイーン,,牝2,不在,(美)加藤和宏, 0- 0- 0- 0,0,メジロベイリー,ヴェルジネ,福田光博,高村伸一,様似町,,2012,5月2日,2012105014,194.4万円,雪の舞＋女王,"Yukinomai Queen"
ミヤビリヴェール,,牝2,在厩,(美)大江原哲, 0- 0- 0- 0,0,ロージズインメイ,ミヤビアゼリア,村上義勝,金石牧場,浦河町,,2012,4月29日,2012105175,,冠名＋夢想家,"Miyabi Reveur"
